Time (ns),ORF2,ORF2,ORF2_nomn,ORF2_nomn
58.6,1.63445,1.64755,1.63883,1.63468
58.7,1.6423,1.64285,1.64554,1.6276
58.8,1.6332,1.64455,1.64522,1.63894
58.9,1.63605,1.6457,1.6477,1.63232
59,1.64075,1.63888,1.64655,1.63561
59.1,1.64304,1.64558,1.64339,1.63204
59.2,1.64496,1.64768,1.63668,1.62762
59.3,1.63882,1.65082,1.63971,1.63113
59.4,1.6417,1.64166,1.64458,1.62813
59.5,1.64119,1.64466,1.64233,1.63355
59.6,1.64258,1.64599,1.64803,1.63179
59.7,1.64201,1.6508,1.63767,1.63568
59.8,1.64665,1.64829,1.64298,1.63234
59.9,1.64251,1.64848,1.64114,1.63679
60,1.64524,1.64673,1.64779,1.63148
60.1,1.64219,1.6466,1.6429,1.63384
60.2,1.64338,1.64564,1.64185,1.62794
60.3,1.64176,1.64408,1.64448,1.62941
60.4,1.64205,1.64373,1.64103,1.62858
60.5,1.64141,1.64411,1.63575,1.63717
60.6,1.64812,1.64652,1.64688,1.62849
60.7,1.64374,1.64357,1.65056,1.63254
60.8,1.64329,1.6458,1.64708,1.63141
60.9,1.64215,1.64403,1.64335,1.62525
61,1.63854,1.65029,1.64054,1.63198
61.1,1.64458,1.65244,1.6397,1.63307
61.2,1.64139,1.65235,1.64345,1.63298
61.3,1.64444,1.64658,1.64682,1.63347
61.4,1.64044,1.65539,1.63882,1.63828
61.5,1.63863,1.65281,1.64077,1.63683
61.6,1.63851,1.65307,1.64356,1.63516
61.7,1.63881,1.64963,1.64498,1.63958
61.8,1.64172,1.65067,1.64036,1.63628
61.9,1.63642,1.6524,1.64057,1.63132
62,1.63935,1.64985,1.64873,1.6306
62.1,1.64061,1.65349,1.64118,1.63938
62.2,1.63989,1.64993,1.64089,1.63456
62.3,1.6423,1.64188,1.64867,1.6407
62.4,1.6432,1.64725,1.64146,1.63345
62.5,1.64603,1.65207,1.64096,1.63095
62.6,1.64152,1.65106,1.64222,1.6323
62.7,1.65057,1.6518,1.64621,1.63098
62.8,1.64098,1.65246,1.64238,1.63473
62.9,1.64112,1.64318,1.63499,1.63714
63,1.64606,1.64983,1.64146,1.63749
63.1,1.64913,1.65057,1.64147,1.63927
63.2,1.64765,1.6452,1.64336,1.63742
63.3,1.6389,1.65723,1.63528,1.63445
63.4,1.63761,1.65244,1.643,1.63121
63.5,1.63987,1.64584,1.63656,1.63265
63.6,1.64047,1.65169,1.64199,1.63697
63.7,1.63859,1.64903,1.64108,1.63742
63.8,1.64093,1.65315,1.64768,1.63687
63.9,1.64781,1.64759,1.64119,1.63195
64,1.6399,1.6504,1.64663,1.63006
64.1,1.6421,1.64681,1.64502,1.63701
64.2,1.63676,1.65087,1.64899,1.62948
64.3,1.63471,1.64519,1.64671,1.63288
64.4,1.64596,1.64208,1.63821,1.63392
64.5,1.64761,1.64655,1.64486,1.6264
64.6,1.64522,1.6531,1.64275,1.6343
64.7,1.64941,1.64355,1.64235,1.64007
64.8,1.64987,1.63895,1.64358,1.63309
64.9,1.64348,1.64647,1.64197,1.64265
65,1.64149,1.6516,1.64204,1.63601
65.1,1.64506,1.64758,1.64361,1.63449
65.2,1.63853,1.64879,1.64325,1.63393
65.3,1.64043,1.64299,1.63998,1.64059
65.4,1.63943,1.64925,1.63781,1.63431
65.5,1.63853,1.64709,1.64311,1.63379
65.6,1.65273,1.64786,1.64309,1.64202
65.7,1.64447,1.64681,1.63826,1.63057
65.8,1.64095,1.64674,1.64543,1.63222
65.9,1.64522,1.64435,1.65214,1.62618
66,1.64625,1.65012,1.64928,1.63184
66.1,1.64272,1.64517,1.64457,1.63353
66.2,1.64176,1.64875,1.63615,1.6349
66.3,1.64341,1.64446,1.64425,1.63074
66.4,1.6435,1.64842,1.64853,1.63452
66.5,1.64247,1.64987,1.64445,1.63036
66.6,1.63991,1.64343,1.64766,1.63433
66.7,1.6453,1.64294,1.64308,1.62899
66.8,1.64264,1.64595,1.64987,1.6331
66.9,1.64363,1.64658,1.64296,1.6359
67,1.6441,1.65392,1.64552,1.63672
67.1,1.63637,1.64698,1.64086,1.63617
67.2,1.64292,1.64693,1.64551,1.6356
67.3,1.64597,1.64488,1.64225,1.63352
67.4,1.64918,1.64573,1.63957,1.63051
67.5,1.65274,1.63648,1.63775,1.62712
67.6,1.64454,1.64406,1.64209,1.63425
67.7,1.64255,1.6472,1.64231,1.62676
67.8,1.6411,1.64802,1.64462,1.62701
67.9,1.64455,1.64257,1.64227,1.62673
68,1.64292,1.64559,1.64647,1.63218
68.1,1.64998,1.64155,1.6396,1.63741
68.2,1.64593,1.64498,1.64922,1.62988
68.3,1.64466,1.64961,1.64717,1.63363
68.4,1.64131,1.64322,1.6436,1.62975
68.5,1.64931,1.63933,1.64671,1.63852
68.6,1.64253,1.64177,1.63763,1.63221
68.7,1.63847,1.64963,1.63956,1.63873
68.8,1.64583,1.64106,1.64719,1.63619
68.9,1.64742,1.64741,1.64333,1.63106
69,1.64763,1.64803,1.64724,1.63906
69.1,1.64003,1.64387,1.64944,1.63196
69.2,1.64535,1.64645,1.64765,1.63871
69.3,1.64308,1.63874,1.63969,1.63139
69.4,1.64722,1.63391,1.64556,1.63485
69.5,1.6423,1.63909,1.64007,1.63893
69.6,1.64556,1.64287,1.64415,1.64159
69.7,1.64008,1.65028,1.64744,1.63506
69.8,1.64449,1.64058,1.64629,1.63942
69.9,1.64511,1.64455,1.64768,1.62952
70,1.64309,1.64457,1.65106,1.63764
70.1,1.64074,1.65537,1.6427,1.63503
70.2,1.63959,1.6482,1.64162,1.64121
70.3,1.64713,1.64264,1.6415,1.63158
70.4,1.6363,1.6412,1.63837,1.62985
70.5,1.64166,1.64749,1.64176,1.63138
70.6,1.64193,1.6386,1.64024,1.62391
70.7,1.64217,1.64009,1.64238,1.62775
70.8,1.64589,1.64459,1.6463,1.62812
70.9,1.64146,1.63791,1.64587,1.63277
71,1.64244,1.65005,1.64066,1.6278
71.1,1.63699,1.64737,1.63695,1.62732
71.2,1.63604,1.64454,1.64041,1.62684
71.3,1.63956,1.65115,1.64457,1.62608
71.4,1.64257,1.64518,1.6418,1.62427
71.5,1.65036,1.64876,1.64547,1.61906
71.6,1.64411,1.64925,1.64543,1.62962
71.7,1.64025,1.64512,1.6461,1.63326
71.8,1.64134,1.64793,1.63784,1.63645
71.9,1.64377,1.64829,1.64615,1.63262
72,1.63395,1.64424,1.64304,1.63206
72.1,1.63984,1.64311,1.64236,1.62998
72.2,1.64267,1.65144,1.6456,1.63393
72.3,1.63562,1.64834,1.65603,1.63053
72.4,1.64376,1.64718,1.63472,1.63088
72.5,1.64769,1.63894,1.6453,1.63619
72.6,1.64174,1.64433,1.64287,1.63616
72.7,1.64257,1.64637,1.63963,1.62577
72.8,1.6442,1.64106,1.64174,1.63016
72.9,1.64052,1.64416,1.64778,1.63057
73,1.63553,1.64401,1.64004,1.63137
73.1,1.64114,1.64535,1.64369,1.63115
73.2,1.64264,1.63511,1.64711,1.63339
73.3,1.63934,1.64631,1.64454,1.63364
73.4,1.64815,1.63932,1.64435,1.63474
73.5,1.64249,1.64263,1.64623,1.64158
73.6,1.65123,1.63378,1.64418,1.63376
73.7,1.64847,1.63665,1.64442,1.63012
73.8,1.64424,1.64674,1.64811,1.63837
73.9,1.64395,1.64781,1.64492,1.62998
74,1.64289,1.64426,1.64743,1.63213
74.1,1.64071,1.63876,1.6439,1.63631
74.2,1.64301,1.64725,1.64049,1.63377
74.3,1.64745,1.64585,1.65439,1.63525
74.4,1.64624,1.63904,1.65612,1.63106
74.5,1.6444,1.64089,1.64607,1.6338
74.6,1.65029,1.64333,1.63956,1.63755
74.7,1.6443,1.64996,1.64444,1.63273
74.8,1.64973,1.64925,1.65167,1.63859
74.9,1.64563,1.64924,1.63992,1.63495
75,1.64056,1.64081,1.64223,1.62509
75.1,1.64579,1.64344,1.63743,1.63106
75.2,1.64671,1.64742,1.64231,1.63437
75.3,1.64063,1.64635,1.64296,1.62872
75.4,1.63551,1.6429,1.64184,1.63445
75.5,1.63441,1.65281,1.64438,1.6282
75.6,1.64255,1.65204,1.64427,1.63134
75.7,1.64029,1.65458,1.64608,1.63089
75.8,1.63581,1.64768,1.64997,1.62979
75.9,1.64137,1.64793,1.6456,1.62788
76,1.64308,1.64986,1.64524,1.62842
76.1,1.64627,1.64453,1.65203,1.6283
76.2,1.64195,1.64491,1.64305,1.63315
76.3,1.64106,1.64401,1.64534,1.63558
76.4,1.64062,1.64691,1.65197,1.63675
76.5,1.64344,1.64689,1.64333,1.63692
76.6,1.63861,1.64859,1.65269,1.63576
76.7,1.63806,1.65221,1.64888,1.63601
76.8,1.64324,1.65118,1.64911,1.63221
76.9,1.64173,1.64383,1.64491,1.63184
77,1.64811,1.64164,1.64779,1.63737
77.1,1.64218,1.64799,1.64229,1.63022
77.2,1.64643,1.64074,1.64068,1.63665
77.3,1.63858,1.64573,1.63826,1.63436
77.4,1.64501,1.6556,1.64223,1.6319
77.5,1.63732,1.64745,1.64099,1.63382
77.6,1.64345,1.64693,1.6475,1.63765
77.7,1.64073,1.64131,1.65296,1.63945
77.8,1.63792,1.6509,1.64794,1.63611
77.9,1.6431,1.64944,1.64825,1.63426
78,1.64027,1.6434,1.64661,1.63597
78.1,1.63565,1.65079,1.65343,1.63583
78.2,1.63845,1.64367,1.64723,1.63537
78.3,1.64925,1.64329,1.64554,1.63197
78.4,1.64599,1.64051,1.63957,1.63505
78.5,1.64698,1.64258,1.64364,1.63529
78.6,1.6439,1.64352,1.64301,1.63274
78.7,1.64303,1.64796,1.64246,1.63694
78.8,1.64562,1.64705,1.64732,1.63324
78.9,1.64018,1.65241,1.64531,1.6317
79,1.63907,1.64577,1.63777,1.63168
79.1,1.63572,1.64589,1.64567,1.62722
79.2,1.64466,1.64507,1.65213,1.63689
79.3,1.63745,1.64677,1.6468,1.63329
79.4,1.64538,1.64729,1.64421,1.63549
79.5,1.64418,1.64357,1.64714,1.63052
79.6,1.64783,1.64392,1.64493,1.63278
79.7,1.63728,1.64532,1.64516,1.63289
79.8,1.64137,1.64801,1.64574,1.62847
79.9,1.63898,1.65423,1.65191,1.63236
80,1.63343,1.64824,1.65225,1.63431
80.1,1.64018,1.64673,1.64234,1.62906
80.2,1.64087,1.65155,1.64188,1.63146
80.3,1.64162,1.64279,1.64339,1.62744
80.4,1.64284,1.65086,1.63989,1.63399
80.5,1.6426,1.65392,1.63728,1.62959
80.6,1.64131,1.65192,1.6447,1.63219
80.7,1.64227,1.64511,1.64369,1.6277
80.8,1.64379,1.64606,1.64367,1.63021
80.9,1.64269,1.65065,1.64896,1.62711
81,1.64704,1.64417,1.64662,1.63107
81.1,1.64217,1.64785,1.64547,1.63365
81.2,1.63889,1.65083,1.63756,1.63348
81.3,1.63851,1.64809,1.64694,1.62935
81.4,1.64577,1.64573,1.63832,1.63177
81.5,1.64063,1.63973,1.65283,1.62885
81.6,1.64154,1.64342,1.64917,1.63027
81.7,1.63839,1.64717,1.64981,1.6293
81.8,1.64404,1.64168,1.65232,1.62838
81.9,1.64363,1.64752,1.65032,1.63253
82,1.63934,1.65095,1.64217,1.63533
82.1,1.63916,1.64791,1.64916,1.63087
82.2,1.64965,1.64362,1.64518,1.63017
82.3,1.64569,1.64541,1.65158,1.63095
82.4,1.64068,1.64635,1.64417,1.63115
82.5,1.63979,1.64204,1.64257,1.63258
82.6,1.64667,1.64602,1.63615,1.63104
82.7,1.64292,1.64399,1.63978,1.63141
82.8,1.64163,1.64331,1.64719,1.63347
82.9,1.64608,1.64402,1.63812,1.63497
83,1.64805,1.64888,1.64484,1.63671
83.1,1.64528,1.64613,1.64726,1.63404
83.2,1.63823,1.64467,1.64568,1.63231
83.3,1.64494,1.64804,1.63657,1.63124
83.4,1.64234,1.64762,1.63997,1.63515
83.5,1.6423,1.64461,1.63888,1.62724
83.6,1.64368,1.64284,1.6422,1.62452
83.7,1.64638,1.64084,1.64038,1.6317
83.8,1.63685,1.653,1.64102,1.63036
83.9,1.64424,1.64317,1.64241,1.63037
84,1.63945,1.64794,1.6368,1.62579
84.1,1.64692,1.65058,1.64085,1.63496
84.2,1.64536,1.6452,1.64165,1.62803
84.3,1.64203,1.64576,1.63327,1.62773
84.4,1.64702,1.64723,1.63257,1.62588
84.5,1.64227,1.65021,1.63224,1.63086
84.6,1.64869,1.64657,1.63894,1.63253
84.7,1.64338,1.65004,1.64109,1.62711
84.8,1.63821,1.65054,1.64399,1.63857
84.9,1.64625,1.64234,1.63361,1.63095
85,1.6448,1.64417,1.63304,1.62897
85.1,1.64412,1.64317,1.63646,1.6394
85.2,1.64244,1.64485,1.63597,1.63648
85.3,1.6416,1.65273,1.63323,1.63386
85.4,1.64848,1.65151,1.6337,1.62786
85.5,1.63736,1.65088,1.63784,1.63421
85.6,1.63831,1.64351,1.63743,1.63406
85.7,1.64081,1.64811,1.64194,1.62763
85.8,1.64466,1.64776,1.64669,1.63405
85.9,1.63587,1.64797,1.64207,1.62775
86,1.64354,1.64954,1.63763,1.62358
86.1,1.64142,1.64646,1.64215,1.62991
86.2,1.64556,1.64078,1.6418,1.62786
86.3,1.6362,1.64462,1.63551,1.63054
86.4,1.6411,1.64894,1.63348,1.63217
86.5,1.64263,1.64037,1.63468,1.63426
86.6,1.63837,1.64573,1.6378,1.6368
86.7,1.63581,1.64967,1.64053,1.6333
86.8,1.6424,1.6481,1.63922,1.63822
86.9,1.63536,1.65045,1.63766,1.63479
87,1.63734,1.6472,1.63936,1.62855
87.1,1.63589,1.64589,1.63356,1.63055
87.2,1.64276,1.64561,1.63946,1.62949
87.3,1.64349,1.64639,1.64039,1.63977
87.4,1.64318,1.64169,1.63395,1.63027
87.5,1.637,1.64442,1.63682,1.6308
87.6,1.64334,1.65079,1.63904,1.63501
87.7,1.64551,1.64689,1.64285,1.63313
87.8,1.63952,1.65008,1.64962,1.62885
87.9,1.63936,1.65548,1.64436,1.6302
88,1.64168,1.64979,1.64221,1.62753
88.1,1.64854,1.65017,1.6388,1.63246
88.2,1.64825,1.64747,1.63722,1.63247
88.3,1.64719,1.64782,1.63602,1.63699
88.4,1.64914,1.65624,1.63158,1.62945
88.5,1.64812,1.65609,1.64298,1.63149
88.6,1.64603,1.64824,1.64265,1.62817
88.7,1.65341,1.6451,1.64982,1.63596
88.8,1.64543,1.65111,1.64571,1.63428
88.9,1.64617,1.65333,1.64473,1.63071
89,1.64895,1.64631,1.64016,1.62915
89.1,1.64728,1.65133,1.63593,1.63393
89.2,1.64467,1.64991,1.639,1.63126
89.3,1.64185,1.64515,1.64303,1.63391
89.4,1.64206,1.65118,1.64239,1.63552
89.5,1.64305,1.64225,1.64507,1.63242
89.6,1.64362,1.65276,1.63656,1.63655
89.7,1.64426,1.65086,1.64148,1.6363
89.8,1.64317,1.64262,1.64693,1.63705
89.9,1.6418,1.64814,1.64198,1.62979
90,1.63984,1.65027,1.63723,1.63626
90.1,1.64226,1.64618,1.63935,1.62856
90.2,1.64112,1.65648,1.63783,1.63466
90.3,1.64601,1.65366,1.62998,1.63728
90.4,1.6416,1.64471,1.64397,1.63022
90.5,1.6433,1.63997,1.64153,1.63578
90.6,1.63993,1.65016,1.63559,1.63536
90.7,1.64155,1.64992,1.64056,1.63148
90.8,1.63796,1.6434,1.6374,1.62593
90.9,1.6459,1.64747,1.6422,1.62971
91,1.64371,1.63841,1.64061,1.63226
91.1,1.64096,1.64907,1.63814,1.6365
91.2,1.64337,1.64965,1.64472,1.6347
91.3,1.63424,1.64636,1.6402,1.63459
91.4,1.63616,1.6545,1.64428,1.62641
91.5,1.63694,1.64978,1.64405,1.6378
91.6,1.64208,1.64279,1.64752,1.63682
91.7,1.64391,1.64372,1.63494,1.63622
91.8,1.63256,1.6516,1.63817,1.6331
91.9,1.63222,1.65317,1.64231,1.63587
92,1.63727,1.64843,1.63741,1.63573
92.1,1.642,1.65036,1.62911,1.63254
92.2,1.63496,1.64551,1.63629,1.63427
92.3,1.63968,1.64437,1.64228,1.63655
92.4,1.6375,1.64951,1.64641,1.63251
92.5,1.63794,1.64386,1.64278,1.62842
92.6,1.63582,1.64131,1.65137,1.63329
92.7,1.64401,1.643,1.64916,1.63552
92.8,1.63967,1.63944,1.64849,1.63678
92.9,1.63653,1.64657,1.65123,1.63234
93,1.64229,1.65861,1.6405,1.63533
93.1,1.64127,1.64922,1.63921,1.63198
93.2,1.64693,1.65288,1.64597,1.63403
93.3,1.6446,1.6456,1.64144,1.62876
93.4,1.64227,1.64723,1.63884,1.63239
93.5,1.63989,1.64692,1.63793,1.63218
93.6,1.64674,1.65339,1.6374,1.63116
93.7,1.63932,1.65104,1.63985,1.63048
93.8,1.64622,1.6467,1.64292,1.63679
93.9,1.64066,1.64535,1.64833,1.62892
94,1.64288,1.64401,1.64682,1.63798
94.1,1.6481,1.64628,1.64778,1.63409
94.2,1.64629,1.65199,1.6488,1.63422
94.3,1.6461,1.64893,1.64152,1.63323
94.4,1.64328,1.65028,1.64486,1.63107
94.5,1.64981,1.65018,1.6459,1.63191
94.6,1.64808,1.64619,1.65283,1.63363
94.7,1.6497,1.64353,1.6456,1.63005
94.8,1.64587,1.64805,1.64896,1.64199
94.9,1.64102,1.65425,1.64993,1.63426
95,1.64598,1.64666,1.64861,1.6363
95.1,1.64832,1.64356,1.64962,1.63223
95.2,1.64473,1.65221,1.64625,1.63803
95.3,1.63932,1.64433,1.64896,1.64117
95.4,1.64671,1.64774,1.64068,1.63874
95.5,1.64679,1.64299,1.65408,1.62847
95.6,1.64582,1.64835,1.64995,1.63456
95.7,1.64476,1.64968,1.645,1.6319
95.8,1.64083,1.64939,1.64429,1.63463
95.9,1.63853,1.64935,1.64799,1.62966
96,1.63944,1.64923,1.64856,1.64365
96.1,1.64767,1.65241,1.64611,1.63318
96.2,1.64853,1.64392,1.63858,1.63707
96.3,1.64428,1.64286,1.64234,1.63149
96.4,1.64824,1.65141,1.64371,1.63555
96.5,1.6452,1.65045,1.64558,1.63564
96.6,1.64544,1.66055,1.64346,1.6335
96.7,1.64682,1.65134,1.6369,1.63635
96.8,1.64602,1.64701,1.64579,1.63504
96.9,1.64546,1.65395,1.63804,1.63754
97,1.64767,1.65332,1.64223,1.63774
97.1,1.63912,1.64751,1.63785,1.63655
97.2,1.64134,1.6551,1.63846,1.63264
97.3,1.64394,1.64539,1.63991,1.63296
97.4,1.6455,1.65032,1.6379,1.6372
97.5,1.65618,1.65583,1.6404,1.62198
97.6,1.6443,1.64611,1.63962,1.63649
97.7,1.64261,1.64721,1.64147,1.62537
97.8,1.63844,1.64626,1.63844,1.63237
97.9,1.64248,1.64272,1.63939,1.63748
98,1.64488,1.63976,1.64816,1.63291
98.1,1.64249,1.64634,1.64926,1.63102
98.2,1.6403,1.64601,1.65184,1.62866
98.3,1.63813,1.64647,1.64552,1.63604
98.4,1.63445,1.64497,1.65268,1.63439
98.5,1.64274,1.64364,1.65281,1.62268
98.6,1.6405,1.64132,1.64969,1.63012
98.7,1.6447,1.64372,1.64688,1.63708
98.8,1.63985,1.65319,1.64384,1.63516
98.9,1.6489,1.64957,1.63727,1.63802
99,1.6389,1.64622,1.64409,1.63389
99.1,1.64145,1.6439,1.64977,1.6331
99.2,1.63685,1.65298,1.64286,1.63213
99.3,1.64486,1.6475,1.64978,1.63472
99.4,1.63786,1.65075,1.64091,1.6368
99.5,1.6377,1.64829,1.64596,1.63595
99.6,1.64262,1.64319,1.64639,1.62791
99.7,1.6421,1.63892,1.64656,1.63288
99.8,1.64956,1.64999,1.65037,1.62903
99.9,1.64568,1.64008,1.64823,1.62923
100,1.64236,1.64534,1.64793,1.63139
100.1,1.64183,1.64284,1.65728,1.63395
100.2,1.64444,1.65439,1.6527,1.63268
100.3,1.64693,1.64965,1.64817,1.63135
100.4,1.63946,1.64135,1.64692,1.64005
100.5,1.63878,1.65333,1.65329,1.63102
100.6,1.64573,1.6483,1.65186,1.63539
100.7,1.64773,1.64679,1.64843,1.62865
100.8,1.64185,1.64769,1.64676,1.63007
100.9,1.64964,1.648,1.6452,1.63313
101,1.63705,1.6462,1.64057,1.63531
101.1,1.64877,1.65113,1.64275,1.63156
101.2,1.64164,1.64614,1.6479,1.63624
101.3,1.64479,1.6496,1.6452,1.64016
101.4,1.63942,1.6512,1.64994,1.63038
101.5,1.64616,1.64921,1.65503,1.63512
101.6,1.63939,1.65429,1.64718,1.62965
101.7,1.6468,1.65056,1.64856,1.6327
101.8,1.64475,1.65022,1.64807,1.63333
101.9,1.64953,1.6625,1.65369,1.63874
102,1.64622,1.65942,1.64822,1.63348
102.1,1.64314,1.65825,1.64992,1.63415
102.2,1.64428,1.6551,1.65212,1.63611
102.3,1.6435,1.65845,1.65026,1.63671
102.4,1.64881,1.65623,1.64583,1.63287
102.5,1.65113,1.6529,1.65576,1.63383
102.6,1.64097,1.6567,1.64607,1.62996
102.7,1.64108,1.65521,1.64702,1.63561
102.8,1.64349,1.64461,1.64827,1.62805
102.9,1.63291,1.64461,1.64969,1.6374
103,1.64123,1.65146,1.64957,1.62788
103.1,1.6432,1.6437,1.6501,1.63742
103.2,1.6486,1.64922,1.65703,1.63431
103.3,1.64668,1.65214,1.65119,1.63066
103.4,1.65023,1.65223,1.65436,1.63111
103.5,1.63588,1.64377,1.65316,1.63082
103.6,1.64105,1.64949,1.6533,1.62565
103.7,1.64348,1.64327,1.64397,1.62965
103.8,1.65074,1.64222,1.64255,1.63294
103.9,1.6439,1.64443,1.64759,1.63092
104,1.64672,1.64407,1.64701,1.62865
104.1,1.64065,1.64059,1.64934,1.63394
104.2,1.63987,1.64179,1.64561,1.63335
104.3,1.64072,1.64844,1.64732,1.62991
104.4,1.63724,1.64194,1.64805,1.63097
104.5,1.64498,1.64764,1.64058,1.64164
104.6,1.65082,1.65203,1.64747,1.63661
104.7,1.64268,1.65707,1.64675,1.63491
104.8,1.63827,1.64951,1.64672,1.63894
104.9,1.64228,1.65248,1.65287,1.6328
105,1.63955,1.65157,1.64776,1.6281
105.1,1.63462,1.66118,1.64585,1.63836
105.2,1.64539,1.6524,1.65257,1.63987
105.3,1.63825,1.64852,1.64933,1.6348
105.4,1.63783,1.64784,1.64644,1.63326
105.5,1.63659,1.65044,1.64354,1.63579
105.6,1.64586,1.65355,1.6426,1.62998
105.7,1.63899,1.65262,1.6456,1.63316
105.8,1.64409,1.65206,1.65212,1.6368
105.9,1.64055,1.64935,1.6422,1.63523
106,1.63964,1.65048,1.64696,1.63903
106.1,1.64554,1.65089,1.64929,1.63504
106.2,1.63801,1.64835,1.64211,1.63211
106.3,1.64225,1.64519,1.64275,1.62774
106.4,1.64655,1.64301,1.64669,1.62772
106.5,1.6489,1.65539,1.65071,1.62615
106.6,1.64686,1.65082,1.6435,1.63383
106.7,1.64917,1.64937,1.64656,1.62895
106.8,1.64357,1.65704,1.6451,1.63054
106.9,1.6517,1.6585,1.6451,1.63618
107,1.64207,1.65309,1.64419,1.63109
107.1,1.6342,1.65989,1.64966,1.634
107.2,1.64316,1.65291,1.64685,1.63389
107.3,1.64673,1.65298,1.64769,1.63482
107.4,1.6389,1.65103,1.64686,1.62961
107.5,1.64052,1.64844,1.64201,1.63036
107.6,1.6452,1.64774,1.64804,1.63137
107.7,1.6409,1.66239,1.64411,1.6344
107.8,1.64411,1.6532,1.6487,1.63173
107.9,1.64289,1.65577,1.64358,1.62765
108,1.64722,1.6571,1.6469,1.63342
108.1,1.63628,1.64781,1.6495,1.63209
108.2,1.64156,1.64197,1.64829,1.63235
108.3,1.63537,1.65587,1.6546,1.62805
108.4,1.63941,1.65262,1.65285,1.63549
108.5,1.63754,1.65244,1.64817,1.63473
108.6,1.63842,1.65662,1.65338,1.62837
108.7,1.64334,1.65449,1.65758,1.62783
108.8,1.63871,1.64674,1.64768,1.63503
108.9,1.64903,1.65235,1.64867,1.63033
109,1.64065,1.66004,1.65635,1.63663
109.1,1.63954,1.6498,1.64934,1.63094
109.2,1.63916,1.645,1.65277,1.63168
109.3,1.64439,1.64564,1.64809,1.62563
109.4,1.6363,1.64957,1.64353,1.63107
109.5,1.64511,1.64846,1.64695,1.62556
109.6,1.64259,1.6455,1.65126,1.63819
109.7,1.64782,1.65808,1.65674,1.63308
109.8,1.64078,1.65344,1.64761,1.63308
109.9,1.64326,1.64809,1.65152,1.63892
110,1.64333,1.653,1.65387,1.64034
110.1,1.64196,1.6479,1.65189,1.63974
110.2,1.64269,1.64575,1.65095,1.63854
110.3,1.64612,1.64811,1.6521,1.63782
110.4,1.64019,1.65483,1.6516,1.63657
110.5,1.64378,1.65452,1.64747,1.63789
110.6,1.64653,1.64701,1.65431,1.63487
110.7,1.64223,1.64612,1.64966,1.63737
110.8,1.63796,1.64512,1.64863,1.63424
110.9,1.64035,1.64908,1.646,1.63826
111,1.64284,1.65309,1.65249,1.62761
111.1,1.64321,1.65509,1.64779,1.62626
111.2,1.6473,1.64967,1.65641,1.6321
111.3,1.64489,1.65872,1.64871,1.6299
111.4,1.64323,1.65124,1.64511,1.63024
111.5,1.6497,1.64794,1.6518,1.6285
111.6,1.64074,1.65759,1.65294,1.62654
111.7,1.64215,1.64665,1.6551,1.63122
111.8,1.64586,1.65593,1.64586,1.63095
111.9,1.64769,1.64296,1.65386,1.62502
112,1.64038,1.64879,1.64958,1.63455
112.1,1.64127,1.64818,1.64992,1.62354
112.2,1.64461,1.64368,1.65129,1.63477
112.3,1.64717,1.65291,1.64585,1.62037
112.4,1.64408,1.64917,1.65147,1.6267
112.5,1.64088,1.64674,1.65346,1.62981
112.6,1.64267,1.6526,1.64862,1.6311
112.7,1.64241,1.65358,1.64734,1.62906
112.8,1.64511,1.64812,1.64236,1.63198
112.9,1.64794,1.65082,1.6473,1.63196
113,1.64739,1.64649,1.65161,1.62802
113.1,1.64062,1.6506,1.65035,1.62993
113.2,1.64429,1.65462,1.64443,1.63316
113.3,1.63751,1.6511,1.64873,1.62596
113.4,1.64903,1.65225,1.6498,1.63
113.5,1.6474,1.65257,1.64757,1.62866
113.6,1.64074,1.64369,1.64802,1.63259
113.7,1.64213,1.65066,1.64271,1.63475
113.8,1.64471,1.64602,1.65144,1.63832
113.9,1.64651,1.64898,1.64766,1.62817
114,1.64245,1.6509,1.64546,1.6304
114.1,1.6432,1.6452,1.64715,1.6314
114.2,1.64725,1.64394,1.64851,1.62892
114.3,1.64056,1.64351,1.64738,1.62959
114.4,1.64622,1.64621,1.64829,1.63233
114.5,1.6442,1.64354,1.64623,1.6267
114.6,1.6406,1.64695,1.65015,1.6306
114.7,1.63938,1.64392,1.65008,1.62422
114.8,1.64202,1.64949,1.63985,1.62886
114.9,1.64985,1.65089,1.64779,1.62892
115,1.64516,1.65443,1.65085,1.63566
115.1,1.6442,1.65228,1.64707,1.63109
115.2,1.64426,1.65107,1.6487,1.62504
115.3,1.64023,1.64354,1.64373,1.62603
115.4,1.64346,1.64724,1.64862,1.62567
115.5,1.64191,1.64576,1.64673,1.63156
115.6,1.64037,1.64111,1.64763,1.62432
115.7,1.63552,1.65187,1.6486,1.62687
115.8,1.63808,1.65383,1.65051,1.62802
115.9,1.64232,1.64655,1.64149,1.63114
116,1.64596,1.65559,1.65035,1.63297
116.1,1.63934,1.65004,1.65513,1.63182
116.2,1.6488,1.65141,1.6564,1.6204
116.3,1.64154,1.65128,1.64953,1.628
116.4,1.64339,1.65024,1.64839,1.63063
116.5,1.64215,1.65292,1.6481,1.62602
116.6,1.64462,1.64595,1.64631,1.63035
116.7,1.6394,1.64962,1.64532,1.63612
116.8,1.642,1.65121,1.65359,1.63196
116.9,1.64571,1.64807,1.64729,1.62897
117,1.64592,1.65077,1.65014,1.62761
117.1,1.63499,1.65181,1.65054,1.62348
117.2,1.63997,1.64817,1.64643,1.62833
